연도,시도,시군구,sigungu_cd,stnId,참조관측소,거리_km,연평균기온,겨울철_평균최저기온,겨울철_자료완전성,여름철_평균기온,연강수량_mm,평균풍속_ms,GDD_솔수염하늘소_base11.9,GDD_북방수염하늘소_base8.3,SPI3_연평균,SPI3_최저월(최심가뭄),SPI3_최고월(최다습),SPI3_유효월수,연간관측일수,표고_m,표고_비고,토양수분_비고,비고
2018,경상남도,통영시,48220,162,통영,5.87,14.81,-1.26,True,25.2,2118.7,2.41,2075.9,2992.6,0.61,-1.78,1.82,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.87km)"
2019,경상남도,통영시,48220,162,통영,5.87,15.34,0.89,True,24.01,1684.6,2.31,2063.6,2982.8,-0.0,-0.91,0.95,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.87km)"
2020,경상남도,통영시,48220,162,통영,5.87,14.97,2.46,True,23.86,2137.7,2.46,1949.0,2868.4,0.44,-1.05,1.52,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.87km)"
2021,경상남도,통영시,48220,162,통영,5.87,15.65,0.41,True,25.05,1800.1,2.43,2184.0,3165.8,0.03,-1.25,1.04,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.87km)"
2022,경상남도,통영시,48220,162,통영,5.87,15.11,-0.1,True,24.75,987.8,2.42,2161.6,3095.6,-1.26,-2.43,0.23,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.87km)"
2023,경상남도,통영시,48220,162,통영,5.87,15.59,0.05,True,24.77,2134.3,2.51,2179.6,3127.2,0.34,-0.94,1.49,12.0,363,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.87km)"
2024,경상남도,통영시,48220,162,통영,5.87,16.16,1.91,True,25.29,1936.5,2.53,2375.5,3301.0,0.57,-0.45,1.25,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.87km)"
2025,경상남도,통영시,48220,162,통영,5.87,15.36,-0.54,True,25.34,1152.0,2.49,2252.3,3157.8,-0.81,-1.71,0.12,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 5.87km)"
2016,경상남도,하동군,48850,266,광양시,23.02,15.38,0.48,True,25.59,1607.4,1.91,2254.5,3174.0,0.34,-1.44,1.69,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 23.02km)"
2017,경상남도,하동군,48850,266,광양시,23.02,14.85,0.08,True,25.43,824.4,1.91,2207.3,3076.6,-0.91,-1.99,1.35,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 23.02km)"
2018,경상남도,하동군,48850,266,광양시,23.02,14.71,-2.35,True,26.11,1695.0,1.85,2158.7,3060.4,0.37,-1.32,1.82,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 23.02km)"
2019,경상남도,하동군,48850,266,광양시,23.02,15.43,0.19,True,24.57,1566.1,1.75,2156.3,3065.5,0.11,-0.81,1.48,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 23.02km)"
2020,경상남도,하동군,48850,266,광양시,23.02,15.06,1.86,True,24.54,1821.0,1.74,2027.0,2937.5,0.09,-1.91,1.33,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 23.02km)"
2021,경상남도,하동군,48850,266,광양시,23.02,15.54,-0.24,True,25.3,1423.0,1.67,2205.0,3175.6,-0.28,-1.22,0.62,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 23.02km)"
2022,경상남도,하동군,48850,266,광양시,23.02,15.24,-0.69,True,25.49,1054.7,1.98,2270.6,3201.4,-0.99,-2.38,-0.19,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 23.02km)"
2023,경상남도,하동군,48850,266,광양시,23.02,15.6,-1.13,True,25.55,2274.6,1.76,2277.6,3220.2,0.68,-0.95,2.0,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 23.02km)"
2024,경상남도,하동군,48850,266,광양시,23.02,16.21,1.08,True,26.32,2027.8,1.84,2496.5,3418.5,0.91,-0.45,1.82,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 23.02km)"
2025,경상남도,하동군,48850,266,광양시,23.02,15.49,-1.4,True,26.47,1412.3,1.8,2385.5,3276.6,-0.28,-1.6,0.19,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 23.02km)"
2016,경상남도,함안군,48730,263,의령군,13.41,13.33,-3.81,True,24.2,1474.0,1.12,1849.7,2696.5,0.49,-1.56,1.65,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 13.41km)"
2017,경상남도,함안군,48730,263,의령군,13.41,13.69,-4.42,True,25.35,876.8,1.25,2055.9,2860.3,-0.73,-1.32,0.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 13.41km)"
2018,경상남도,함안군,48730,263,의령군,13.41,13.51,-6.63,True,25.81,1561.6,1.15,1980.4,2814.3,0.41,-1.24,1.53,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 13.41km)"
2019,경상남도,함안군,48730,263,의령군,13.41,14.04,-4.09,True,24.63,1272.8,1.2,1978.8,2818.3,-0.04,-0.93,1.55,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 13.41km)"
2020,경상남도,함안군,48730,263,의령군,13.41,14.03,-1.91,True,25.0,1747.5,1.44,1918.0,2750.0,0.37,-1.66,1.94,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 13.41km)"
2021,경상남도,함안군,48730,263,의령군,13.41,14.36,-4.57,True,25.46,1205.5,1.74,2084.0,2952.4,-0.31,-1.31,0.58,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 13.41km)"
2022,경상남도,함안군,48730,263,의령군,13.41,13.99,-5.99,True,25.74,784.2,1.78,2085.4,2945.8,-1.29,-2.3,-0.74,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 13.41km)"
2023,경상남도,함안군,48730,263,의령군,13.41,14.62,-5.55,True,25.97,1939.9,1.6,2149.2,3009.6,0.63,-1.15,1.64,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 13.41km)"
2024,경상남도,함안군,48730,263,의령군,13.41,15.59,-2.1,True,26.96,1492.0,1.6,2451.0,3326.9,0.71,-0.8,1.76,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 13.41km)"
2025,경상남도,함안군,48730,263,의령군,13.41,14.02,-5.1,True,25.37,1370.0,1.65,2103.6,2912.7,-0.18,-1.37,1.02,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 13.41km)"
2016,경상남도,함양군,48870,264,함양군,4.95,13.62,-2.99,True,24.54,1128.0,1.25,1949.8,2791.8,0.13,-1.16,1.09,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 4.95km)"
2017,경상남도,함양군,48870,264,함양군,4.95,12.9,-4.12,True,24.48,614.6,1.38,1818.9,2604.8,-1.37,-2.34,-0.2,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 4.95km)"
2018,경상남도,함양군,48870,264,함양군,4.95,12.78,-6.72,True,25.14,1666.7,1.2,1818.4,2616.0,0.76,-0.84,1.66,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 4.95km)"
2019,경상남도,함양군,48870,264,함양군,4.95,13.25,-4.35,True,23.69,1464.6,1.22,1798.4,2597.9,0.38,-0.49,1.91,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 4.95km)"
2020,경상남도,함양군,48870,264,함양군,4.95,13.06,-2.59,True,24.04,1910.6,1.28,1726.0,2501.5,0.54,-1.77,2.09,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 4.95km)"
2021,경상남도,함양군,48870,264,함양군,4.95,13.38,-4.6,True,24.3,1014.9,1.64,1850.2,2660.8,-0.37,-0.8,0.09,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 4.95km)"
2022,경상남도,함양군,48870,264,함양군,4.95,13.17,-5.3,True,24.88,801.5,1.67,1882.6,2707.3,-0.99,-2.27,-0.3,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 4.95km)"
2023,경상남도,함양군,48870,264,함양군,4.95,13.79,-5.57,True,25.16,1701.0,1.48,2001.0,2841.0,0.27,-1.21,1.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 4.95km)"
2024,경상남도,함양군,48870,264,함양군,4.95,14.63,-2.25,True,25.85,1221.4,1.5,2192.1,3041.0,0.53,-1.0,2.1,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 4.95km)"
2025,경상남도,함양군,48870,264,함양군,4.95,13.82,-4.6,True,25.73,1470.3,1.65,2131.2,2923.4,0.12,-1.12,0.99,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 4.95km)"
2016,경상남도,합천군,48890,285,합천,2.88,13.8,-3.97,True,25.34,1505.6,1.12,2086.2,2936.8,0.62,-1.0,1.58,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 2.88km)"
2017,경상남도,합천군,48890,285,합천,2.88,13.52,-4.62,True,25.36,780.0,1.23,2027.7,2825.6,-0.86,-1.63,0.47,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 2.88km)"
2018,경상남도,합천군,48890,285,합천,2.88,13.35,-6.83,True,25.95,1479.4,1.25,1994.8,2818.4,0.41,-1.4,1.3,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 2.88km)"
2019,경상남도,합천군,48890,285,합천,2.88,13.95,-4.49,True,24.59,1417.6,1.15,1962.0,2784.5,0.26,-0.6,1.7,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 2.88km)"
2020,경상남도,합천군,48890,285,합천,2.88,13.55,-2.12,True,24.43,1733.5,1.05,1807.4,2630.0,0.34,-1.81,1.7,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 2.88km)"
2021,경상남도,합천군,48890,285,합천,2.88,13.92,-4.5,True,24.49,1146.4,0.93,1947.4,2804.4,-0.31,-1.07,0.73,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 2.88km)"
2022,경상남도,합천군,48890,285,합천,2.88,13.8,-4.95,True,25.21,794.3,0.92,2021.0,2877.6,-1.26,-2.39,-0.4,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact, 거리 2.88km)"
